Event	ID	Name			Wwise Object Path	Notes
	133070716	launcher_load			\Default Work Unit\2D\player\weapon\launcher\launcher_reload\launcher_load	
	166625877	launcher_lock			\Default Work Unit\2D\player\weapon\launcher\launcher_reload\launcher_lock	
	838803493	assault_rifle_fire_loop			\Default Work Unit\2D\player\weapon\assault_rifle\assault_rifle_fire_loop	
	943549884	weapon_equip			\Default Work Unit\2D\player\weapon\weapon_foley\weapon_equip	
	1010747703	assault_rifle_reload			\Default Work Unit\2D\player\weapon\assault_rifle\assault_rifle_reload	
	1128978829	ambience_hall			\Default Work Unit\2D\AMB\ambience_hall	
	1148345285	launcher_projectile			\Default Work Unit\3D\weapon\launcher\launcher_projectile	
	1384741713	assault_rifle_out_of_ammo			\Default Work Unit\2D\player\weapon\assault_rifle\assault_rifle_out_of_ammo	
	1563725988	launcher_fire			\Default Work Unit\2D\player\weapon\launcher\launcher_fire	
	1682879582	footsteps_foley			\Default Work Unit\2D\player\foley\footsteps_foley	
	1703509678	launcher_impact			\Default Work Unit\3D\weapon\launcher\impact\launcher_impact	
	2385628198	footsteps			\Default Work Unit\3D\footsteps\footsteps	
	2803265243	out_of_ammo_warning			\Default Work Unit\2D\player\weapon\assault_rifle\out_of_ammo_warning	
	3015445330	footsteps_landing_foley			\Default Work Unit\2D\player\foley\footsteps_landing_foley	
	3212347026	footsteps_landing			\Default Work Unit\3D\footsteps\footsteps_landing	
	3503616900	assault_rifle_impact_concrete			\Default Work Unit\3D\weapon\assault_rifle\impact\assault_rifle_impact_concrete	
	3731941266	health_pickup			\Default Work Unit\3D\pickups\health_pickup	
	3785878977	jump_foley			\Default Work Unit\2D\player\foley\jump_foley	
	3954294831	launcher_insert			\Default Work Unit\2D\player\weapon\launcher\launcher_reload\launcher_insert	
	3974943475	ambience_stone			\Default Work Unit\2D\AMB\ambience_stone	
	4038751939	weapon_aim			\Default Work Unit\2D\player\weapon\weapon_foley\weapon_aim	
	4231288869	assault_rifle_fire_tail			\Default Work Unit\2D\player\weapon\assault_rifle\assault_rifle_fire_tail	
	4253579710	ammo_pickup			\Default Work Unit\3D\pickups\ammo_pickup	

Switch Group	ID	Name			Wwise Object Path	Notes
	1162743606	footsteps_surface			\Default Work Unit\footsteps\footsteps_surface	

Switch	ID	Name	Switch Group			Notes
	841620460	Concrete	footsteps_surface			
	2058049674	Wood	footsteps_surface			
	2195636714	Dirt	footsteps_surface			
	2449969375	Glass	footsteps_surface			
	2473969246	Metal	footsteps_surface			
	2654748154	Water	footsteps_surface			
	4248645337	Grass	footsteps_surface			

State Group	ID	Name			Wwise Object Path	Notes
	1622844561	amb_state			\Default Work Unit\amb_state	

State	ID	Name	State Group			Notes
	748895195	None	amb_state			
	1111537851	stone_inside	amb_state			
	3271994640	stone_outside	amb_state			

Custom State	ID	Name	State Group	Owner		Notes
	774953169	stone_outside	amb_state	\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\AMB\ambience_stone		

Game Parameter	ID	Name			Wwise Object Path	Notes
	1297966937	RTPC_out_of_ammo_warning			\Default Work Unit\RTPC\RTPC_out_of_ammo_warning	
	2709209934	RTPC_ammo_HPF			\Default Work Unit\RTPC\RTPC_ammo_HPF	
	4289128226	RTPC_ammo_Pitch			\Default Work Unit\RTPC\RTPC_ammo_Pitch	

Audio Bus	ID	Name			Wwise Object Path	Notes
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	2477241980	hall_close_reverb			\Default Work Unit\Master Audio Bus\hall_close_reverb	
	4162753235	hall_reverb			\Default Work Unit\Master Audio Bus\hall_reverb	

Effect plug-ins	ID	Name	Type				Notes
	109038087	air_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\air_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\pickups\health_pickup\air\air_2		220564
	112790300	pulse_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\pulse_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\fire\pulse\pulse_4		311920
	130754948	rock_slide_8	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\rock_slide_8_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\AMB\ambience_hall\rock_slide\rock_slide_8		220564
	135957447	deny_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\deny_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\out_of_ammo\deny\deny_1		320064
	139284730	boom_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\boom_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\impact\launcher\boom\boom_2		367564
	145565209	landing_boom_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\landing_boom_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footstep_landing_foley\landing_boom\landing_boom_4		147064
	150212201	mechanical_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\mechanical_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\out_of_ammo\mechanical\mechanical_1		113672
	163484951	boom_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\boom_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\impact\launcher\boom\boom_3		367564
	166664373	click_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\click_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\out_of_ammo\click\click_4		320064
	170676526	rock_slide_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\rock_slide_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\AMB\ambience_hall\rock_slide\rock_slide_3		220564
	187636090	servo_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\servo_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\servo\servo_3		147064
	214928936	pulse_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\pulse_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\fire\pulse\pulse_3		234244
	225874010	fire_shot_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\fire_shot_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\fire\fire_shot\fire_shot_4		628936
	226513108	rock_slide_6	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\rock_slide_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\AMB\ambience_hall\rock_slide\rock_slide_6		220564
	227116254	landing_boom_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\landing_boom_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footstep_landing_foley\landing_boom\landing_boom_1		147064
	239784683	deny_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\deny_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\out_of_ammo\deny\deny_2		320064
	257381653	reload_slide_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\reload_slide_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\reload\slide\reload_slide_3		304064
	258760329	fire_tail_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\fire_tail_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\fire\fire_tail\fire_tail_1		205216
	279926234	lunaching_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\lunaching_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\launcher_projectile\projectile\lunaching_3		312058
	285762672	ammo_pickup_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\ammo_pickup_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\pickups\ammo_pickup\ammo_pickup_4		147064
	291187035	mechanical_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\mechanical_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\out_of_ammo\mechanical\mechanical_2		121012
	292703701	landing_boom_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\landing_boom_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footstep_landing_foley\landing_boom\landing_boom_3		147064
	294944682	launch_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\launch_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\fire\launch\launch_2		307360
	301893826	servo_6	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\servo_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\servo\servo_6		147064
	302621980	launch_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\launch_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\fire\launch\launch_1		315412
	304018722	ricochet_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\ricochet_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\assault_rifle\impact\assault_rifle_concrete\ricochet\ricochet_2		58852
	304643082	reload_release_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\reload_release_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\reload\release\reload_release_4		304064
	309106119	ricochet_8	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\ricochet_8_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\assault_rifle\impact\assault_rifle_concrete\ricochet\ricochet_8		55416
	316571774	reload_slide_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\reload_slide_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\reload\slide\reload_slide_2		304064
	319689713	reload_mechanical_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\reload_mechanical_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\reload\mechanical\reload_mechanical_4		304064
	322199102	launcher_load_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\launcher_lock_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\reload\launcher_load\launcher_load_4		168644
	324885217	reload_release_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\reload_release_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\reload\release\reload_release_2		304064
	326075540	cloth_movement_6	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cloth_movement_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\cloth_movement\cloth_movement_6		147064
	326816402	fire_shot_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\fire_shot_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\fire\fire_shot\fire_shot_2		636208
	343398671	fire_shot_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\fire_shot_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\fire\fire_shot\fire_shot_1		605744
	357383457	plasma_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\plasma_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\impact\launcher\plasma\plasma_3		188812
	376419121	reload_slide_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\reload_slide_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\reload\slide\reload_slide_4		304064
	389045501	reload_insert_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\reload_insert_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\reload\insert\reload_insert_4		304064
	394426679	cement_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cement_2_BB19479A.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\assault_rifle\impact\assault_rifle_concrete\cement\cement_2		54374
	395821982	multiple	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\out_of_ammo_warning_fast_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\out_of_ammo_warning\multiple		192368
	400607098	launcher_lock_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\lock_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\reload\launcher_lock\launcher_lock_3		588064
	407331727	rock_slide_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\rock_slide_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\AMB\ambience_hall\rock_slide\rock_slide_1		220564
	411113036	insert_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\insert_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\pickups\health_pickup\insert\insert_2		220564
	418874223	explosion_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\explosion_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\impact\launcher\explosion\explosion_3		188912
	419861039	click_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\click_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\assault_rifle\out_of_ammo\click\click_2		320064
	428788464	pulse_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\pulse_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\launcher\fire\pulse\pulse_2		296072
	432095023	cloth_movement_3	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\cloth_movement_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\cloth_movement\cloth_movement_3		147064
	433847492	weapon_equip_click_2	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\weapon_equip_click_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\weapon\foley\weapon_equip\click\weapon_equip_click_2		147064
	454369999	metal_impact_5	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\metal_impact_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\2D\player\footsteps\footsteps_foley\metal_impact\metal_impact_5		147064
	454823406	ammo_pickup_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\ammo_pickup_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\pickups\ammo_pickup\ammo_pickup_1		147064
	463138948	air_4	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\air_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\pickups\health_pickup\air\air_4		220564
	479704476	boom_1	C:\Users\arawi\Downloads\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\boom_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\3D\weapon\launcher\impact\launcher\boom\boom_1		367564
